,CensusTract,State,County,pop_with_low_access,percent_with_low_access
17748,12105012602,Florida,Polk,1377.5265455789,0.238408886393026
18018,12115002509,Florida,Sarasota,1376.95976604583,0.302562022862193
14694,12015030100,Florida,Charlotte,1374.88374257804,0.230762628831495
16549,12086015800,Florida,Miami-Dade,1373.18506409972,0.28052810298258
18250,12127090902,Florida,Volusia,1372.40357987736,0.138040995763163
17415,12101033012,Florida,Pasco,1371.91322863637,0.616867458919233
15187,12053041003,Florida,Hernando,1369.91967381467,0.453916392914073
16270,12086004702,Florida,Miami-Dade,1368.35951246193,0.228784402685493
15496,12057013501,Florida,Hillsborough,1367.85481389472,0.408802992795793
15239,12057000300,Florida,Hillsborough,1367.81474308762,0.195402106155375
14944,12031013904,Florida,Duval,1363.03950225727,0.321927137991797
15850,12073001601,Florida,Leon,1361.45062233507,0.29745480059757
15068,12033002802,Florida,Escambia,1361.0418436157,0.277085065882676
15317,12057007200,Florida,Hillsborough,1349.16928986733,0.359490884590284
16562,12086017100,Florida,Miami-Dade,1348.13171577453,0.200406082321174
18200,12127082506,Florida,Volusia,1344.94590955926,0.30594765913541
14907,12031011700,Florida,Duval,1343.27054443315,0.525947746449942
16928,12097042400,Florida,Osceola,1340.68744631856,0.195663667005045
17491,12103024510,Florida,Pinellas,1340.46631966065,0.230043988271951
16740,12095013507,Florida,Orange,1340.03889808058,0.224951972147152
17396,12101032500,Florida,Pasco,1338.24823324737,0.253024812487686
14931,12031013404,Florida,Duval,1336.24502994923,0.424474278891116
15802,12071050308,Florida,Lee,1335.82056776268,0.208754581616297
17261,12099007833,Florida,Palm Beach,1330.73838372994,0.296576417145073
15183,12053040908,Florida,Hernando,1328.01444966363,0.205067086112359
16881,12095017200,Florida,Orange,1326.89639389043,0.395852146148698
18083,12117021401,Florida,Seminole,1326.03172839822,0.18582283189437
17859,12109021002,Florida,St. Johns,1325.43003083246,0.318996397312267
16425,12086009100,Florida,Miami-Dade,1324.31604830035,0.173794756994798
18154,12123950300,Florida,Taylor,1323.7518697286,0.219164216842484
15763,12071040122,Florida,Lee,1323.32149368055,0.270231058542079
18174,12127081000,Florida,Volusia,1317.43622562723,0.34059881738036
15676,12071001201,Florida,Lee,1315.34200501441,0.181878042728764
18215,12127082802,Florida,Volusia,1304.31334622315,0.33070825208498
17829,12107950900,Florida,Putnam,1303.75719776988,0.206486727553038
15024,12031016806,Florida,Duval,1301.97739639948,0.113107236243548
16057,12085000501,Florida,Martin,1301.66466589461,0.285954452085812
15782,12071040309,Florida,Lee,1299.94246518239,0.236826829146
15190,12053041006,Florida,Hernando,1299.16014733837,0.205889088326209
15716,12071010405,Florida,Lee,1298.1673966113,0.160963099393838
16194,12086001801,Florida,Miami-Dade,1298.13482847064,0.343603713200277
17909,12111382008,Florida,St. Lucie,1297.41960807812,0.179350236118071
16486,12086010617,Florida,Miami-Dade,1295.9245936647,0.262598701857083
16844,12095016723,Florida,Orange,1295.32792881131,0.270479834790418
15462,12057013002,Florida,Hillsborough,1292.79378772946,0.295563280230787
18102,12117021705,Florida,Seminole,1290.04264349397,0.231855255840038
16793,12095015004,Florida,Orange,1289.09936679893,0.160315802362758
14849,12027010301,Florida,DeSoto,1287.96185629523,0.204958920479828
14137,12003040102,Florida,Baker,1287.24951510436,0.170926771358965
18253,12127091001,Florida,Volusia,1285.94993946584,0.216235066330224
18245,12127090702,Florida,Volusia,1285.54658586718,0.276402190038095
17865,12109021203,Florida,St. Johns,1282.87807371875,0.191875272766789
15329,12057010211,Florida,Hillsborough,1279.94097039755,0.244356809926986
17928,12113010600,Florida,Santa Rosa,1279.71077604591,0.2092740435071
15223,12055961200,Florida,Highlands,1279.50050840124,0.266896226199676
15160,12051000402,Florida,Hendry,1276.21710056646,0.16948434270471
18002,12115002009,Florida,Sarasota,1271.76861827244,0.19800227592596
17688,12105011604,Florida,Polk,1269.07774835263,0.255091004693996
14748,12019030902,Florida,Clay,1267.59823525097,0.12484962427371
18238,12127090305,Florida,Volusia,1267.05889211097,0.356516289282772
14891,12031010303,Florida,Duval,1262.09619407134,0.195401175734842
17392,12101032200,Florida,Pasco,1258.75058853308,0.254756241354602
15114,12035060211,Florida,Flagler,1255.06143368053,0.198554253073965
15583,12061050806,Florida,Indian River,1255.05699259904,0.269325534892498
15768,12071040127,Florida,Lee,1253.97268097841,0.449130616396282
14678,12015020201,Florida,Charlotte,1252.27897024981,0.169318411337184
17027,12099003202,Florida,Palm Beach,1246.66506558284,0.228955934909613
18256,12127091015,Florida,Volusia,1246.62224576715,0.314962669471236
14154,12005001200,Florida,Bay,1246.48778836795,0.381305533303138
15745,12071030202,Florida,Lee,1243.20193083201,0.228950631829101
17704,12105011902,Florida,Polk,1243.02375715668,0.392864651440165
16542,12086015100,Florida,Miami-Dade,1241.88144444767,0.106994179757704
15510,12057013807,Florida,Hillsborough,1241.12596212932,0.200602224362264
14788,12021010405,Florida,Collier,1240.43854070206,0.10970536311153
14714,12017450602,Florida,Citrus,1239.29503112426,0.266228792937543
18142,12119911701,Florida,Sumter,1238.36785735894,0.125239467774974
16995,12099001404,Florida,Palm Beach,1233.62196180038,0.35798664010458
15857,12073002003,Florida,Leon,1233.28762674704,0.536678688749801
15733,12071020102,Florida,Lee,1232.51304691284,0.2967051148081
15061,12033002603,Florida,Escambia,1230.70858317997,0.159687113426752
15470,12057013207,Florida,Hillsborough,1228.82248976849,0.312280175290597
17377,12101032011,Florida,Pasco,1228.79594326764,0.239671531747151
17809,12105015701,Florida,Polk,1228.75072282081,0.536338159240861
17785,12105014302,Florida,Polk,1228.13474425931,0.2091154000101
15777,12071040302,Florida,Lee,1223.67057701427,0.370360344132649
15219,12055960800,Florida,Highlands,1223.655323999,0.46438532220076
